,communicate,do not communcate
0,168.37529323073144,-182.8380747793129
1,182.64909872213374,-175.61466699789636
2,0.0,0.0
3,0.0,0.0
4,189.22973770908538,-152.0384807676179
5,0.0,0.0
6,0.0,0.0
7,189.99999999999858,-199.97144800649824
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,188.7643705427928,-6.363277953815695
12,-106.63966277671989,-130.71631963539414
13,0.0,0.0
14,0.0,0.0
15,-90.04572294135264,-100.04100103326529
16,7.79891371303212,59.6469999815706
17,0.0,0.0
18,0.0,0.0
19,71.45729126466156,-126.23714229179639
20,-13.07470731480397,-52.816380390009435
21,-12.781262264561732,-52.57087992658252
22,0.0,0.0
23,0.0,0.0
24,-12.418162963429204,-6.813715091395758
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,-50.8449228457034,-50.176239569410846
33,0.0,0.0
34,0.0,0.0
35,-51.220421137024864,-50.582136301255495
36,-1.577519452688654,-0.21818583295289357
37,0.0,0.0
38,0.0,0.0
39,-17.869156892399964,-52.81713927036703
40,-13.413208656474144,-53.086400691494006
41,-13.522816845730876,-52.76587050683242
42,0.0,0.0
43,0.0,0.0
44,-13.083903681165642,-50.47587565085777
45,0.0,0.0
46,0.0,0.0
47,-2.2913518525249588,-1.6195965272557469
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,-52.57610095869962,-50.506676157707716
53,-0.1,-0.04787892163807856
54,0.0,0.0
55,-50.94580527545798,-50.532548893943684
56,-35.912290050655486,-35.973919600565274
57,0.0,0.0
58,0.0,0.0
59,-18.78381484524077,-53.23251882646671
60,0.0,0.0
61,0.0,0.0
62,-40.23247341935106,-33.94465642364355
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,-7.677159759609351,-7.622159025704889
79,-6.175002856874041,-41.01356315904707
80,0.0,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,-13.134583502956637,-23.69154300222358
98,0.0,0.0
99,-4.882686063418843,-40.237641791155575
100,0.0,0.0
101,0.0,0.0
102,0.0,0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0,0.0
107,0.0,0.0
108,0.0,0.0
109,0.0,0.0
110,0.0,0.0
111,0.0,0.0
112,0.0,0.0
113,0.0,0.0
114,-8.280793689542232,-8.936598691139977
115,0.0,0.0
116,0.0,0.0
117,0.0,0.0
118,0.0,0.0
119,-3.273104596353003,-39.923615676192824
120,0.0,0.0
121,0.0,0.0
122,0.0,0.0
123,0.0,0.0
124,0.0,0.0
125,0.0,0.0
126,0.0,0.0
127,0.0,0.0
128,0.0,0.0
129,0.0,0.0
130,0.0,0.0
131,0.0,0.0
132,0.0,-75.73203773302461
133,0.0,0.0
134,0.0,0.0
135,0.0,-101.40702814275835
136,0.0,14.854730418773006
137,0.0,0.0
138,0.0,0.0
139,0.0,-144.3954695262697
140,0.0,0.0
141,0.0,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0,0.0
146,0.0,0.0
147,0.0,0.0
148,0.0,0.0
149,0.0,0.0
150,0.0,0.0
151,0.0,0.0
152,0.0,-28.5055493238053
153,0.0,0.0
154,0.0,0.0
155,0.0,-48.891568761584224
156,0.0,0.00021767966291191704
157,0.0,0.0
158,0.0,0.0
159,0.0,-49.999999999999645
160,0.0,0.0
161,0.0,0.0
162,0.0,0.0
163,0.0,0.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,0.0,-34.87977821654891
173,0.0,0.0002887835035089097
174,0.0,0.0
175,0.0,-48.54601976570986
176,0.0,-7.852840330803656
177,0.0,0.0
178,0.0,0.0
179,0.0,-49.999999999999645
180,0.0,0.0
181,0.0,0.0
182,0.0,0.0
183,0.0,0.0
184,0.0,0.0
185,0.0,0.0
186,0.0,0.0
187,0.0,0.0
188,0.0,0.0
189,0.0,0.0
190,0.0,0.0
191,0.0,0.0
192,0.0,0.0
193,0.0,0.0
194,0.0,0.0
195,0.0,0.0
196,0.0,0.0
197,0.0,0.0
198,0.0,0.05904800604670783
199,0.0,-49.999999999999645
200,0.0,0.0
201,0.0,0.0
202,0.0,0.0
203,0.0,0.0
204,0.0,0.0
205,0.0,0.0
206,0.0,0.0
207,0.0,0.0
208,0.0,0.0
209,0.0,0.0
210,0.0,0.0
211,0.0,0.0
212,0.0,0.0
213,0.0,0.0
214,0.0,0.0
215,0.0,0.0
216,0.0,0.0
217,0.0,0.03188703571724178
218,0.0,0.0
219,0.0,-49.999999999999645
220,0.0,0.0
221,0.0,0.0
222,0.0,0.0
223,0.0,0.0
224,0.0,0.0
225,0.0,0.0
226,0.0,0.0
227,0.0,0.0
228,0.0,0.0
229,0.0,0.0
230,0.0,0.0
231,0.0,0.0
232,0.0,0.0
233,0.0,0.0
234,0.0,0.07555337339710536
235,0.0,0.0
236,0.0,0.0
237,0.0,0.0
238,0.0,0.0
239,0.0,-49.999999999999645
